,fraud_reported,months_as_customer,age,policy_number,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make
540,N,138,30,689034,2,500,1093.07,4000000,FEMALE,6,7,5,27700,-72400,2,0,3,5,2,961,0,1,2,2,NO,83160,6930,13860,62370,13
541,N,239,41,743092,2,1000,1325.44,7000000,FEMALE,3,4,2,51400,-6300,1,3,4,0,0,583,22,1,0,2,YES,10790,1660,830,8300,8
542,N,93,31,599174,0,2000,1017.18,0,FEMALE,4,9,0,0,0,0,0,4,0,0,116,21,3,1,3,NO,48070,8740,8740,30590,10
543,N,37,25,421092,2,1000,1221.17,0,FEMALE,5,10,1,49300,0,0,1,0,4,4,893,4,3,0,0,YES,51030,5670,11340,34020,11
544,Y,254,40,349658,1,500,1927.87,0,MALE,4,9,0,0,0,2,1,1,5,0,582,10,1,0,1,?,43280,0,5410,37870,6
545,N,131,29,811042,1,1000,978.27,0,FEMALE,0,11,3,65700,0,2,0,1,4,2,182,5,1,1,3,NO,76400,15280,7640,53480,11
546,N,230,43,505316,1,2000,1221.14,0,MALE,4,9,5,48100,0,2,2,0,5,2,226,13,1,0,2,?,75460,13720,13720,48020,1
547,Y,313,50,116645,2,2000,1255.62,0,MALE,4,1,4,0,0,0,0,3,2,4,577,18,3,2,1,YES,69000,13800,6900,48300,5
548,N,210,38,950880,1,500,999.52,0,MALE,3,12,2,0,0,3,1,4,5,6,699,6,1,1,2,NO,8640,1440,720,6480,0
549,N,101,29,788502,2,500,1380.89,0,MALE,6,1,3,30000,-53000,0,1,0,4,0,802,0,3,2,1,?,67210,12220,12220,42770,2
550,N,153,37,627486,1,500,1010.77,0,MALE,2,13,4,52300,-55600,0,2,0,0,0,250,5,3,0,3,NO,42500,4250,4250,34000,13
551,N,337,53,498842,2,500,1205.86,0,MALE,0,1,5,0,-34600,2,1,1,4,0,246,8,1,0,1,NO,86400,14400,7200,64800,0
552,Y,360,51,550294,0,1000,1526.61,0,MALE,5,5,1,0,-32900,3,1,4,4,2,365,5,1,2,2,?,4620,840,840,2940,4
553,N,428,53,328387,0,1000,1496.44,0,FEMALE,2,12,4,0,0,1,3,4,0,6,132,9,1,2,2,NO,6930,630,1260,5040,6
554,N,204,40,540152,0,500,1256.2,0,FEMALE,3,11,1,0,0,0,1,3,4,3,485,10,3,1,2,YES,41700,8340,8340,25020,10
555,Y,364,51,385932,0,500,1268.35,0,MALE,5,13,5,0,0,2,0,3,1,4,155,16,1,2,1,NO,77330,14060,14060,49210,13
556,N,185,35,618682,1,2000,1421.59,0,MALE,1,7,3,0,0,3,3,4,6,0,982,8,1,2,3,YES,4950,900,450,3600,5
557,N,63,26,550930,0,500,1500.04,6000000,MALE,6,2,3,0,-36500,3,1,4,0,4,87,5,1,0,2,YES,5160,860,860,3440,0
558,Y,210,35,998192,0,500,1433.24,0,FEMALE,1,3,1,0,-19500,0,2,1,6,5,956,11,3,2,1,?,24570,2730,2730,19110,10
559,N,194,38,663938,1,2000,1231.25,0,FEMALE,6,2,1,46500,0,0,1,0,6,0,516,15,3,1,0,?,53680,4880,9760,39040,12
560,N,294,49,756870,1,500,1135.43,0,MALE,5,4,3,22700,0,0,2,4,6,1,960,23,3,1,1,YES,42900,3900,3900,35100,3
561,Y,272,41,337158,2,2000,945.73,5000000,MALE,4,10,5,38600,-42800,2,1,1,1,0,444,23,1,0,0,NO,84100,16820,8410,58870,5
562,N,27,27,919875,1,2000,1118.76,0,FEMALE,1,0,3,0,-55800,2,2,1,1,4,905,23,1,1,3,?,61560,6840,6840,47880,5
563,N,251,39,315631,1,2000,1231.98,0,FEMALE,0,7,1,0,-31700,2,1,4,1,2,40,10,1,0,0,?,44240,5530,5530,33180,4
564,N,180,33,113464,1,2000,1005.47,0,FEMALE,3,10,3,58100,-49000,0,1,0,5,1,602,12,4,2,3,YES,57700,11540,5770,40390,7
565,N,392,50,556415,2,2000,1108.97,0,FEMALE,6,3,1,68400,-66800,2,1,3,6,6,20,4,1,2,2,YES,108030,16620,16620,74790,10
566,N,143,30,250249,1,500,1392.39,5000000,FEMALE,2,3,4,0,-65700,2,1,1,4,5,255,16,1,2,0,YES,54300,10860,5430,38010,12
567,Y,371,54,403776,1,2000,1317.97,0,MALE,2,2,5,34700,-81000,0,0,0,4,1,671,18,3,1,2,?,32280,5380,5380,21520,5
568,N,292,42,396002,1,1000,1588.22,0,MALE,3,6,2,0,-53800,0,2,3,6,5,722,15,3,1,1,NO,84600,16920,8460,59220,3
569,N,165,35,976908,0,500,900.02,6000000,MALE,1,2,3,0,-49900,2,2,3,4,6,897,8,1,1,3,YES,69700,6970,6970,55760,2
570,N,158,33,509489,2,1000,1744.64,3000000,MALE,3,9,4,0,0,0,2,0,6,6,49,4,3,0,1,NO,36400,3640,7280,25480,13
571,N,241,39,485295,2,1000,1260.56,0,FEMALE,3,0,3,0,-54900,0,1,4,4,4,291,20,3,0,2,YES,37520,4690,4690,28140,7
572,N,103,33,361829,2,2000,1021.14,0,FEMALE,5,7,5,69500,-47700,0,0,0,1,3,355,1,3,2,3,?,79090,14380,14380,50330,4
573,Y,402,54,603632,2,2000,1285.09,0,MALE,3,4,1,48000,-79600,2,0,3,1,6,466,19,1,0,2,YES,67770,7530,15060,45180,8
574,Y,102,32,783494,2,500,1537.07,3000000,MALE,3,12,5,0,0,2,2,3,2,3,614,11,1,1,0,NO,47400,9480,4740,33180,3
575,N,182,40,439049,1,1000,1022.42,0,MALE,6,7,0,50000,-56900,2,2,3,4,3,692,13,1,0,2,?,71100,7110,14220,49770,1
576,N,282,46,502634,2,2000,1558.86,0,MALE,4,7,5,51100,-75100,2,1,4,1,6,788,2,1,2,2,NO,69400,13880,6940,48580,2
577,Y,222,39,378588,2,500,1757.87,0,MALE,2,13,1,71400,0,0,0,3,4,4,108,9,3,2,1,?,55000,5000,10000,40000,10
578,N,415,52,794731,1,1000,973.5,0,MALE,6,6,1,50400,0,0,2,4,6,0,994,15,2,1,3,YES,51090,7860,7860,35370,12
579,Y,51,34,641934,2,500,1430.8,0,MALE,6,6,4,0,0,2,0,1,1,6,499,23,1,2,3,NO,64200,6420,19260,38520,6
580,N,255,45,113516,0,500,1192.27,0,MALE,2,11,3,0,-40200,2,2,3,0,5,253,16,1,2,0,YES,67320,12240,12240,42840,5
581,N,143,31,425631,0,500,1163.83,0,MALE,0,10,0,37700,0,0,0,3,0,0,743,21,4,2,0,?,76120,6920,13840,55360,1
582,N,130,28,542245,2,1000,1003.15,0,FEMALE,3,4,2,0,-38500,0,1,0,4,2,408,21,2,2,1,NO,85020,13080,13080,58860,5
583,N,242,41,512894,2,2000,1153.54,6000000,MALE,5,10,4,0,-57000,0,1,1,1,4,659,3,3,0,1,?,68090,12380,12380,43330,12
584,N,96,27,633090,0,1000,1631.1,0,FEMALE,2,8,5,0,0,1,3,4,6,0,765,4,1,1,2,NO,6030,670,670,4690,9
585,N,180,35,464234,0,1000,1252.48,0,MALE,4,6,5,0,-55800,3,1,2,2,6,77,17,1,1,3,NO,5100,1020,510,3570,3
586,N,150,30,290162,1,1000,1677.26,0,MALE,1,11,3,40100,0,3,3,4,6,6,594,7,1,1,3,YES,4590,510,510,3570,13
587,Y,463,59,638155,0,1000,979.73,0,FEMALE,3,3,1,51700,0,0,0,3,4,1,26,14,2,1,2,NO,72400,7240,14480,50680,3
588,N,472,64,911429,1,500,989.24,0,MALE,5,7,1,0,0,2,0,1,1,4,293,13,1,2,3,NO,70900,14180,7090,49630,8
589,N,75,25,106186,0,1000,1389.86,0,FEMALE,0,8,0,0,0,0,2,3,6,6,554,23,2,2,3,YES,65100,6510,6510,52080,10
590,N,193,40,311783,2,500,1233.85,0,FEMALE,1,5,0,0,0,0,2,0,3,2,296,23,3,2,1,YES,64260,0,14280,49980,5
591,Y,43,43,528385,0,500,1320.39,0,FEMALE,0,1,1,0,0,2,0,0,6,0,624,16,1,2,1,?,79970,7270,21810,50890,6
592,N,253,41,228403,1,1000,1435.09,0,FEMALE,1,6,1,36600,0,2,2,4,4,4,679,17,1,2,0,?,56610,6290,6290,44030,3
593,Y,152,30,209177,1,500,1448.54,0,FEMALE,3,2,5,58600,0,2,0,1,5,4,460,9,1,1,1,?,84590,7690,7690,69210,12
594,N,160,38,497929,2,500,1733.56,0,MALE,2,11,5,0,-43800,0,0,1,4,2,546,13,3,2,1,YES,66780,7420,14840,44520,8
595,N,56,36,735844,1,500,1533.07,0,MALE,3,4,3,0,-28800,2,0,4,0,6,830,13,1,1,2,YES,58500,0,6500,52000,5
596,N,286,41,710741,0,500,1106.77,0,FEMALE,1,9,2,45500,-62500,1,3,4,6,1,716,3,1,2,0,NO,5000,500,500,4000,4
597,Y,3,29,276804,0,500,995.7,5000000,FEMALE,3,8,4,0,0,1,3,4,3,6,90,3,1,2,1,?,5000,500,1000,3500,8
598,N,286,41,507545,0,1000,1298.85,6000000,FEMALE,2,11,2,71300,-70300,0,0,0,1,1,660,16,3,1,3,YES,54450,6050,12100,36300,10
599,N,239,38,485642,2,1000,1276.73,5000000,FEMALE,5,5,2,0,0,0,0,4,6,4,354,12,3,1,3,?,61920,6880,6880,48160,10
600,Y,64,29,796375,2,2000,1202.28,0,MALE,2,3,2,0,-61400,2,1,0,5,2,450,4,1,1,2,NO,43700,4370,4370,34960,9
601,N,98,31,171183,1,500,671.92,0,MALE,5,6,5,0,-26400,2,1,3,0,5,531,3,1,2,0,?,64080,7120,7120,49840,5
602,Y,16,35,110084,0,1000,1358.03,0,MALE,3,11,3,59300,-31400,2,2,3,4,2,856,0,1,2,1,?,55000,10000,10000,35000,13
603,N,70,27,714784,1,1000,1008.79,4000000,FEMALE,5,0,3,46000,0,3,3,4,6,1,771,19,1,2,3,?,4400,0,550,3850,12
604,N,75,27,143924,2,1000,1141.1,0,MALE,3,1,2,0,0,0,1,4,4,2,284,15,2,0,1,YES,71640,5970,11940,53730,12
605,N,246,44,996850,2,1000,1397,0,MALE,2,6,1,0,0,2,1,3,1,0,755,6,1,1,0,NO,61740,6860,6860,48020,0
606,N,110,27,284834,2,1000,1664.66,0,FEMALE,0,8,3,0,-66200,2,2,0,4,6,844,3,1,0,3,?,57500,5750,5750,46000,1
607,N,236,39,830878,1,1000,1151.39,4000000,FEMALE,5,3,5,0,-63900,1,1,4,1,6,196,17,1,0,0,?,8700,870,1740,6090,0
608,N,267,46,270208,2,2000,1546.01,0,FEMALE,4,0,5,0,0,0,2,4,5,5,979,4,4,2,1,?,77100,15420,7710,53970,13
609,N,463,57,407958,0,500,1063.67,0,MALE,5,8,5,0,0,2,1,4,1,6,163,14,1,2,0,YES,59400,6600,6600,46200,4
610,N,303,46,832300,1,1000,709.14,0,MALE,5,6,0,0,0,0,1,1,1,4,119,3,3,1,0,NO,54890,9980,4990,39920,12
611,N,137,30,927205,0,500,1039.55,0,MALE,4,3,4,55600,-59700,0,1,3,6,1,315,4,3,2,1,?,74030,6730,13460,53840,3
612,N,56,42,655356,0,500,1339.39,0,FEMALE,0,0,1,0,0,2,2,3,1,1,330,13,1,1,2,YES,61490,11180,11180,39130,2
613,N,75,27,831053,1,1000,1202.75,0,MALE,2,5,1,57900,-90100,0,1,4,4,4,993,23,3,0,2,YES,79560,6630,13260,59670,13
614,N,131,33,432740,0,2000,1081.17,0,MALE,4,11,5,0,-65200,1,1,4,1,3,247,3,1,0,1,NO,4900,490,490,3920,12
615,N,153,34,893853,0,500,991.39,0,MALE,2,12,2,45600,-61400,0,2,3,6,6,179,0,3,1,0,NO,77770,14140,14140,49490,9
616,Y,255,43,594988,1,500,984.02,0,FEMALE,3,13,4,75800,0,0,0,1,4,1,473,14,2,2,2,?,74700,7470,14940,52290,9
617,N,103,26,979544,0,500,1354.83,0,MALE,4,12,0,66300,0,0,1,4,1,0,417,14,2,2,2,?,40600,4060,4060,32480,13
618,N,97,28,191891,2,1000,830.31,0,MALE,3,4,0,0,-32600,2,2,0,4,6,813,22,1,1,0,?,45270,10060,10060,25150,7
619,N,214,36,831479,0,2000,987.42,7000000,FEMALE,0,6,3,0,0,0,1,0,1,6,283,17,3,0,3,?,47080,4280,8560,34240,10
620,Y,438,57,714346,2,500,1119.29,0,FEMALE,4,6,0,0,0,2,1,4,4,2,612,14,1,0,0,NO,40700,4070,4070,32560,13
621,N,87,27,326289,2,500,1048.39,0,FEMALE,5,13,3,0,0,2,1,4,1,5,627,2,1,2,1,YES,34650,6300,3150,25200,5
622,N,27,28,944537,2,1000,1074.47,0,MALE,4,10,5,0,0,1,3,4,6,5,59,4,1,2,0,?,3200,400,400,2400,7
623,Y,206,42,779156,0,1000,1230.76,0,MALE,2,6,4,0,-74200,2,0,1,5,2,745,2,1,1,1,NO,78980,7180,14360,57440,10
624,N,127,31,856153,2,500,1255.02,0,MALE,0,11,1,58200,0,1,1,2,4,5,217,10,1,1,0,NO,6160,560,1120,4480,9
625,N,422,60,473338,1,1000,1555.52,0,FEMALE,4,6,3,43600,-67800,2,0,0,0,4,887,11,1,1,1,NO,85250,15500,7750,62000,8
626,N,303,50,521694,0,2000,836.11,5000000,MALE,5,11,1,0,0,0,0,1,4,6,978,1,4,1,2,NO,72840,12140,6070,54630,4
627,N,228,40,136520,1,500,1450.98,0,MALE,0,3,0,43700,0,1,3,4,6,3,415,20,1,0,2,NO,6050,1100,1100,3850,12
628,Y,239,39,730819,1,2000,625.08,0,FEMALE,3,10,5,44200,-37000,2,0,1,4,5,186,10,1,2,3,YES,87890,15980,7990,63920,2
629,Y,330,47,912665,0,2000,1133.27,0,FEMALE,2,2,5,0,-56400,0,2,3,1,4,639,20,2,0,2,YES,60500,11000,5500,44000,5
630,N,128,35,469966,1,500,1366.6,0,FEMALE,4,6,2,0,0,0,1,1,1,1,852,10,3,2,1,NO,88220,16040,16040,56140,3
631,N,147,37,952300,2,1000,1439.9,6000000,FEMALE,0,9,0,0,-48400,0,2,3,4,6,436,2,2,1,2,NO,53680,9760,4880,39040,0
632,N,287,45,322609,2,1000,1230.69,0,MALE,5,13,1,0,-54600,2,1,1,5,6,312,19,1,0,2,NO,53800,5380,5380,43040,0
633,Y,142,29,890280,2,2000,1307.68,0,FEMALE,4,2,0,0,-48500,2,0,4,1,1,81,10,1,1,2,NO,54360,4530,9060,40770,8
634,N,162,35,431583,0,2000,1124.69,0,FEMALE,5,5,0,0,0,2,0,4,6,0,801,14,1,0,3,YES,54340,9880,4940,39520,12
635,Y,140,35,155912,2,1000,1520.78,0,FEMALE,2,2,5,0,-42900,1,3,2,4,1,254,5,1,0,2,YES,2860,520,260,2080,3
636,N,106,28,110143,2,2000,1609.11,0,MALE,2,2,3,0,0,3,1,4,6,2,952,8,1,2,1,YES,5490,0,1220,4270,10
637,N,292,45,808544,0,1000,1358.91,0,MALE,5,2,4,0,0,3,3,4,6,3,822,4,1,0,2,?,7370,670,1340,5360,11
638,Y,34,34,409074,2,500,1295.87,0,FEMALE,6,8,0,0,0,0,0,0,0,1,340,4,3,1,0,NO,50800,5080,5080,40640,1
639,N,290,48,824728,0,500,1161.03,5000000,MALE,0,0,1,45300,0,0,1,1,5,4,336,20,2,1,1,?,41520,5190,5190,31140,9
640,N,182,38,606037,2,2000,1441.06,0,FEMALE,5,1,0,53800,-78300,2,2,4,1,5,742,18,1,2,3,YES,89650,8150,16300,65200,4
641,N,362,55,636843,2,1000,1097.99,0,FEMALE,3,7,4,44400,-71500,0,2,4,1,2,463,0,3,0,3,NO,39690,0,0,39690,11
642,N,143,32,111874,0,1000,1464.42,0,FEMALE,2,3,0,79900,0,2,0,0,4,6,251,1,1,2,0,NO,62260,5660,5660,50940,10
643,Y,183,38,439844,0,500,1543.68,0,FEMALE,5,9,1,20200,0,2,0,4,0,2,545,17,1,0,1,YES,51920,9440,4720,37760,1
644,N,254,40,463513,0,500,1390.89,5000000,MALE,1,1,5,0,-74400,2,1,3,1,5,607,23,1,2,2,?,53460,9720,4860,38880,13
645,N,249,43,577858,2,2000,1148.58,0,FEMALE,4,0,1,0,-71200,0,2,1,4,0,584,4,3,2,1,YES,57100,5710,5710,45680,6
646,N,169,36,607351,1,500,1616.26,0,MALE,2,3,4,50700,-57600,0,2,0,1,6,814,0,3,2,3,?,77440,14080,7040,56320,4
647,N,235,40,682754,0,500,1398.94,0,MALE,1,2,0,0,0,2,1,0,1,5,348,11,1,1,2,NO,68300,6830,13660,47810,11
648,N,112,32,757352,2,1000,1238.92,0,MALE,0,7,2,57800,-53700,1,3,2,1,0,395,4,1,0,2,?,5060,460,920,3680,6
649,Y,16,32,307469,0,1000,968.46,0,MALE,4,12,1,50800,-66200,0,2,0,6,1,84,0,3,0,2,?,59400,6600,13200,39600,4
650,Y,128,31,526296,0,500,1045.12,0,FEMALE,2,13,2,0,-28300,0,0,0,1,6,501,2,3,0,2,?,69930,0,15540,54390,5
651,N,103,27,658816,1,1000,1537.33,0,FEMALE,1,5,0,0,-74800,0,1,4,1,6,572,11,3,1,1,NO,77700,7770,15540,54390,7
652,Y,356,54,913337,2,500,912.3,0,MALE,1,9,5,58500,-44000,0,0,3,4,3,920,23,3,2,1,?,68750,12500,12500,43750,1
653,N,109,29,488464,2,2000,1007.28,6000000,FEMALE,2,0,0,0,0,0,1,4,1,5,94,17,3,1,3,YES,91080,16560,16560,57960,7
654,N,2,20,480094,1,1000,1189.98,4000000,FEMALE,2,2,2,0,-54700,2,1,3,6,1,107,22,1,1,3,YES,48360,4030,8060,36270,1
655,N,198,34,263108,2,1000,1576.41,0,MALE,0,5,2,0,-55100,2,0,3,6,2,655,18,1,1,1,YES,95000,9500,9500,76000,5
656,N,107,32,298412,2,500,1172.82,4000000,MALE,0,6,2,82100,0,3,3,4,4,0,951,8,1,1,3,NO,3900,780,390,2730,5
657,Y,252,39,261905,0,500,1312.22,9000000,MALE,2,13,2,0,-33300,0,1,3,0,5,425,15,3,0,3,NO,59400,11880,5940,41580,7
658,N,303,43,674485,2,1000,671.01,7000000,FEMALE,0,6,2,42900,-61500,2,1,1,0,6,840,20,1,2,0,?,60210,6690,6690,46830,9
659,N,101,32,223404,0,500,895.14,0,MALE,3,11,2,52600,-30400,2,1,0,4,1,151,4,1,0,3,YES,43600,8720,4360,30520,11
660,N,446,57,991480,1,2000,1373.21,0,MALE,1,0,4,42700,-64900,0,2,4,4,4,972,10,3,0,0,NO,62800,6280,12560,43960,7
661,N,330,48,804219,2,1000,1625.65,0,MALE,1,4,0,0,0,2,0,0,5,6,235,10,1,1,3,?,59500,11900,5950,41650,4
662,N,211,37,483088,2,2000,1295.63,4000000,FEMALE,6,1,1,42200,-33800,0,2,4,6,3,984,22,3,1,0,?,53460,5940,5940,41580,6
663,N,172,33,100804,0,1000,1459.96,6000000,FEMALE,2,0,5,41300,-42000,0,2,0,1,3,815,15,3,0,1,NO,41690,7580,7580,26530,10
664,N,316,46,941807,2,500,1219.94,7000000,FEMALE,5,9,5,0,-51000,2,1,0,1,0,580,13,1,0,1,YES,63100,6310,12620,44170,0
665,Y,435,60,593466,2,500,1064.49,5000000,MALE,0,8,2,73500,-43300,2,2,0,6,0,387,23,1,2,1,?,62880,5240,10480,47160,8
666,Y,344,51,437442,0,1000,959.83,0,FEMALE,5,11,1,0,-38700,0,0,1,1,3,574,18,3,2,2,YES,75400,17400,11600,46400,2
667,N,204,40,942106,2,2000,1767.02,0,MALE,3,6,0,0,-49300,2,2,0,4,0,310,7,1,1,1,NO,46200,4200,8400,33600,1
668,N,278,47,794951,1,500,1285.01,0,MALE,5,6,1,0,-39800,2,0,0,5,2,457,21,1,2,2,YES,58500,5850,5850,46800,12
669,N,434,57,182450,2,2000,1422.95,0,MALE,3,13,0,0,0,0,0,3,4,1,620,15,3,1,3,NO,66240,11040,11040,44160,9
670,N,209,36,730973,1,2000,1223.39,0,FEMALE,4,2,5,0,0,0,2,0,3,2,181,17,3,1,3,?,65440,8180,8180,49080,7
671,N,250,43,687755,0,2000,1539.06,0,MALE,5,11,2,37800,0,2,1,1,4,2,357,2,1,0,3,?,64200,10700,10700,42800,5
672,N,61,25,757644,1,2000,988.06,0,FEMALE,5,7,1,0,0,0,1,0,6,3,790,1,3,1,0,NO,32320,4040,4040,24240,4
673,N,80,28,998865,0,1000,1740.57,0,FEMALE,1,4,5,0,-18600,2,0,4,4,3,449,3,1,0,1,?,33480,3720,3720,26040,4
674,N,25,38,944953,2,1000,1540.91,7000000,MALE,1,0,5,40900,0,3,3,2,5,3,52,0,1,1,1,YES,4320,480,960,2880,12
675,N,4,29,386429,0,500,1381.88,5000000,MALE,2,12,2,0,-77800,3,3,4,4,2,213,4,1,0,2,?,4200,840,420,2940,7
676,N,32,29,108270,2,500,1446.98,0,MALE,4,0,3,0,-45700,0,1,0,1,0,923,11,3,2,0,NO,57970,10540,5270,42160,10
677,N,125,31,205134,1,500,1220.86,0,MALE,3,7,0,55400,-40400,1,3,2,1,0,962,4,1,1,2,?,4320,0,960,3360,10
678,N,276,45,749325,0,500,948.1,0,FEMALE,2,6,5,44500,-61400,0,1,1,4,1,944,11,3,0,2,?,69300,13860,6930,48510,5
679,N,148,30,774303,2,500,1471.24,0,FEMALE,5,4,3,57500,-93600,0,1,4,0,5,14,4,3,2,2,NO,32480,4060,4060,24360,4
680,N,222,38,698470,1,2000,1157.97,0,MALE,4,6,1,0,-64500,2,2,4,1,2,322,20,1,2,2,YES,60480,6720,6720,47040,0
681,N,32,38,719989,0,2000,566.11,5000000,MALE,0,1,4,0,0,1,3,4,0,6,940,22,1,0,0,NO,2640,440,440,1760,6
682,N,78,27,309323,2,500,1060.88,0,MALE,3,7,2,0,-66500,1,3,4,4,3,875,4,1,0,3,NO,6050,550,1100,4400,13
683,Y,238,43,444035,2,1000,1524.45,4000000,MALE,2,5,5,0,-44800,0,2,0,0,2,259,21,4,0,0,NO,42700,4270,4270,34160,10
684,Y,313,47,431478,1,1000,1556.17,0,MALE,1,9,5,63900,-53300,2,0,0,4,2,248,20,1,1,3,NO,40260,3660,7320,29280,0
685,N,334,50,797634,2,500,1216.24,0,MALE,5,8,5,26700,-47200,2,0,1,1,1,850,7,1,2,0,?,50000,5000,10000,35000,3
686,N,190,35,284836,1,500,1484.72,5000000,FEMALE,2,12,0,0,0,1,3,2,1,5,521,4,1,0,1,NO,3840,640,320,2880,10
687,N,194,41,238196,0,500,1203.81,0,MALE,3,13,1,52500,-51300,0,1,4,6,6,280,17,3,0,2,?,95900,13700,20550,61650,10
688,N,290,47,885789,1,1000,1393.34,0,MALE,2,3,2,0,-61400,0,1,0,6,3,439,20,3,1,3,YES,56160,6240,12480,37440,1
689,N,26,42,287436,2,1000,1484.48,0,MALE,6,1,1,50700,-36300,2,0,4,4,5,231,10,1,2,3,?,63030,5730,11460,45840,10
690,N,254,41,496067,0,500,1581.27,5000000,FEMALE,6,5,3,42200,-48000,2,1,4,1,5,218,8,1,2,2,NO,63470,5770,11540,46160,2
691,Y,199,38,206004,0,1000,1281.25,0,FEMALE,2,12,2,0,-53100,2,0,4,6,1,885,6,1,0,2,NO,44440,8080,4040,32320,2
692,N,137,35,153027,1,500,1667.83,0,MALE,3,9,0,48500,-67400,1,1,4,6,4,381,4,1,1,1,NO,6600,1200,1200,4200,7
693,N,134,36,469426,2,1000,1497.41,0,MALE,6,6,0,14100,-44500,0,1,0,6,4,753,17,3,2,0,YES,77200,9650,9650,57900,5
694,N,73,30,654974,2,500,803.36,0,FEMALE,2,10,0,0,0,0,2,3,6,6,409,15,3,0,0,YES,57000,0,11400,45600,1
695,N,289,45,943425,2,2000,1221.41,0,FEMALE,5,4,5,46700,-72500,3,3,4,6,5,858,9,1,2,1,NO,2700,300,300,2100,6
696,N,176,36,641845,2,500,1865.83,5000000,MALE,1,13,4,32800,-50600,2,2,4,6,2,706,17,1,2,1,YES,47300,4300,8600,34400,13
697,N,145,37,794534,2,2000,1434.27,0,FEMALE,0,12,4,0,-35900,2,0,3,5,0,212,13,1,2,3,?,55110,5010,10020,40080,9
698,N,164,31,357808,1,500,1114.68,0,FEMALE,0,7,0,44500,-55900,3,3,4,4,6,817,5,1,1,0,NO,4320,480,480,3360,8
699,Y,186,38,536052,2,2000,1218.56,0,FEMALE,5,13,0,39300,-60300,0,2,4,5,0,407,23,3,2,2,?,68760,11460,5730,51570,10
700,Y,85,31,873384,0,2000,1234.69,9000000,FEMALE,4,12,0,0,0,0,0,3,6,0,759,1,2,2,1,?,74400,14880,7440,52080,2
701,Y,162,33,790225,2,500,964.92,0,FEMALE,0,3,2,45700,0,0,0,1,1,2,184,17,4,2,1,NO,35300,3530,3530,28240,8
702,N,396,57,587498,0,500,1351.72,0,MALE,2,12,5,0,-49400,1,1,2,1,6,339,3,1,1,3,?,2640,480,480,1680,13
703,Y,270,41,639027,0,1000,817.28,0,MALE,2,11,4,62200,0,0,2,0,4,1,346,17,3,1,1,NO,60190,4630,9260,46300,8
704,Y,168,39,217899,0,1000,1389.59,0,FEMALE,5,6,3,0,-42600,0,0,1,1,3,529,23,3,1,3,NO,41580,3780,7560,30240,3
705,Y,274,45,589094,1,1000,1353.53,0,FEMALE,3,12,4,54700,-47900,2,1,0,1,1,206,13,1,0,0,NO,58500,11700,0,46800,0
706,N,263,43,458829,1,1000,1294.04,0,FEMALE,5,5,1,0,0,2,1,1,4,5,53,17,1,2,3,YES,79320,13220,6610,59490,9
707,Y,152,33,626208,2,1000,840.81,0,FEMALE,2,4,0,0,0,2,1,0,1,0,430,2,1,0,2,?,82610,7510,7510,67590,5
708,Y,46,41,315041,2,2000,998.19,0,FEMALE,4,8,0,43700,-66300,0,2,0,4,2,527,23,3,1,3,?,78600,13100,19650,45850,4
709,Y,276,46,283267,2,2000,1090.32,0,MALE,1,5,0,0,-70400,2,1,0,4,1,643,17,1,1,2,?,51390,5710,5710,39970,13
710,Y,234,44,442494,1,500,1780.67,0,MALE,0,7,2,0,0,2,0,0,0,6,595,3,1,1,0,NO,70200,7020,7020,56160,5
711,N,64,30,159243,0,2000,1681.01,0,MALE,3,10,3,0,-51100,1,1,2,4,5,216,16,1,2,1,NO,4900,490,1470,2940,7
712,Y,456,62,669800,2,1000,1395.77,0,FEMALE,4,10,3,82600,-49500,0,0,3,3,2,484,13,3,1,3,NO,66480,5540,11080,49860,10
713,Y,58,23,520179,2,2000,1471.44,5000000,MALE,2,13,3,57500,0,2,0,1,0,5,567,8,1,2,1,NO,50380,4580,9160,36640,3
714,N,475,61,607974,0,500,1265.72,0,FEMALE,5,5,5,0,-59500,2,0,1,4,1,770,23,1,0,2,?,64350,9900,9900,44550,8
715,Y,96,29,465065,1,1000,1274.7,5000000,MALE,1,9,2,47500,-58700,0,0,0,0,6,435,15,3,2,3,YES,55400,5540,11080,38780,3
716,N,99,28,369941,2,500,1330.39,0,MALE,4,9,5,0,0,2,2,3,1,1,861,3,1,2,2,YES,49900,4990,9980,34930,4
717,N,38,28,447226,2,500,1122.95,4000000,MALE,5,8,2,78000,0,0,1,0,6,4,597,4,3,0,3,YES,74880,12480,12480,49920,0
718,N,259,44,831668,2,2000,1655.79,0,FEMALE,5,3,0,0,0,2,1,3,1,3,236,8,1,0,0,YES,105820,16280,16280,73260,1
719,N,241,43,922937,1,1000,935.77,0,MALE,0,9,3,0,-36000,3,3,4,3,3,882,21,1,1,0,YES,7150,1300,650,5200,13
720,N,437,58,640474,1,2000,1192.04,0,MALE,0,2,3,66100,-31400,2,2,0,4,4,705,23,1,0,0,NO,55800,11160,11160,33480,4
